score,content,cleaned_text,manual_label
3,"bagus sih apknya, tpi NYEBELIN! Mau msk apk malah keluar akun hrs login ulang, udh gitu ttp aj gak bisa msk ke homepagenya grgr ada loading satelit jeramat ituuuuuuu. Oj ya satu lagi ini apk nya suka moody an kadang lancarkadang lemot apalagi kl pake fitur roboguru sm hewan peliharaan",bagus apknya nyebel aplikasi akun ulang sudah gitu homepagenya loading satelit jeramat aplikasi suka moody kadang lancarkadang kalau pake fitur roboguru sama hewan pelihara,negatif
2,masih banyak bug tolong perbaiki lagi,tolong baik,negatif
2,"aplikasinya bagus tapi kenapa pas buka error terus ya, aku mau ngerjain latihan topik dan mau lihat pembahasannya pasti gak bisa terus error habis itu udah daftar pake google tapi setiap masuk disuruh ngisi daftar diri tapi pas diisi nomor hp sudah terdaftar, >:"")",aplikasi bagus buka error ngerja latih topik lihat bahas error habis sudah daftar pake google masuk suruh ngisi daftar nomor daftar,negatif
3,"Hi ruangguru sebelumnya saya mau laporan, sebenarnya bagus sih sistem pembelajarannya untuk class online, cuman kadang ngelag/error ga bsa d buka, ga bsa ngirim tugas kdg suka delay jdinya ga tepat waktu karna suka error mulu. tolong di perbaiki. Terimakasih mohon maaf sebelumnya",lapor bagus sistem ajar class online cuman kadang ngelagerror tidak buka tidak ngirim tugas suka delay jdinya tidak karna suka error mulu tolong baik terima kasih mohon maaf,negatif
2,"bayar mahal, benefit nya dikit, mending di aplikasi lain",bayar mahal benefit nding aplikasi,negatif
1,"kenapa sih sekarang pas buka cuma ada gambar Ruangguru dan itu lamaaaa banget, padahal udh langganan terus cuma gk bisa masuk, tolong di benarkan Terima kasih atas semua nya",buka gambar lama banget sudah langgan tidak masuk tolong benar terima kasih,negatif
4,"Sebenarnya aplikasinya udah bagus banget . Tapi menurutku, mungkin mata pelajaran di ruang belajar itu masih kurang ( seperti informatika, seni budaya , penjaskes, dan lain lain). Habis itu , ada sedikit materi yang dipelajari di kurikulum merdeka, tapi gak ada . Itu aja sih menurutku yang kurang , tapi aplikasinya masih tetep bagus kok.",benar aplikasi sudah bagus banget tapi turut mata ajar informatika seni budaya penjaskes habis materi ajar kurikulum rdeka saja turut aplikasi bagus,netral
3,Sebaiknya jangan daftar kalau gak mau diteror promosi terus bahkan sampai sudah lulus. Nomor ponsel kita bakal disebar ke tim promosi Ruangguru. Untuk materi dan soal sebenarnya cukup bagus. Sayang memori indahnya terhapus dengan promosi WA yang menyebalkan. Mohon ditingkatkan database promosinya agar bisa promo ke yang memang membutuhkan. Bukan yang sudah lulus.,baik daftar teror promosi nomor ponsel sebar promosi untuk materi bagus sayang mori indah hapus promosi sebal mohon tingkat database promosi promo butuh bukan,negatif
4,"Tolong dong kak , untuk masalah loading yang ada di setiap mata pelajarannya jangan terlalu lama , tolong dong di perbaiki ulang aplikasinya , caranya bagaimana kak kalau ingin menggunakan fitur""ruanggurudigitalbootcamp""??. Dan sering mengerluakan notifikasi bahwa ID LINE anda salah , padahal saya sudah memasukan ID LINE yang benar , tetapi masih sulit untuk bergabung dengan group chatting yang ini . Itu saja saran ,mohon maaf apabila ada kata"" yang kurang jelas Terima kasih",tolong loading mata ajar tolong baik ulang aplikasi fiturruanggurudigitalbootcamp ngerluakan notifikasi line salah pasu line sulit gabung group chatting saran mohon maaf terima kasih,negatif
4,"Sebenernya apknya bagus, cuma koneksinya spertinya harus full. Dan sedangkan dirumah saya koneksinya sedang jadi kalau mau liahat videonya loading terus, mengganggu banget proses belajar. Tolong diperbarui!!!!! kalo bisa sih offline, kan udah langganan juga",benernya apknya bagus koneksi spertinya full rumah koneksi liahat video loading ganggu banget proses ajar tolong baru kalo offline sudah langgan,netral
1,terlampau banyak iklan sampai sampai ngefrezee hp saya apa lagi iklan di sisi layar itu mengganggu pandangan,lampau iklan ngefrezee iklan layar ganggu pandang,negatif
4,"masuk ke akun, video tidak bisa dibuka. padahal sudah langganan. cs dihubungi slow respon",masuk akun video buka langgan hubung slow respon,negatif
1,tadi pas aku download katanya gratis eh ternyata nya bayar gimana sih yang bener dong aneh banget nih aplikasi,download gratis bayar gimana bener aneh banget aplikasi,negatif
1,ini astaga marektingnya bikin nyesel ikut kelasnya tau gak.. 2-3 wa/ hari buat nawarin kelas .. udh dibilang engga masih aja kirjm dan itu berbulan2 ... kalau ada bintang minus udah minus mah bintangnya .. ganggu jujur,astaga marektingnya nyesel nawar sudah bilang engga saja kirjm bulan bintang minus sudah minus bintang ganggu,negatif
1,"Sy prnh menggnkn apk ini th 2016-2018 saat sy masi SMP. materinya dikemas menarik & mudh dipahami. skrg sy sdh kuliah & kebetulan mngajr les privat. Kdg sy mencari materi/contoh soal d internet. Kbetuln sy mencri bank soal ipa & ada di web ruangguru. Sy akses utk dijadikan referensi. Tp bnyak yg terkunci. yasudah pkir sy, saya cari di lain tempat. besokny, sy terus dichat wa ditwarkn brlangganan. ya buat apa sy brlangganan, sy bkn siswa lg. tp sy trs diteror sampai dtlfn. GANGGU BGT SUMPAH.",prnh nggnkn aplikasi materi tarik mudh paham skrg kuliah mngajr privat cari matericontoh internet kbetuln ncri bank akses jadi referensi tapi bnyak kunci yasudah pkir cari besokny chat twarkn brlanggan bukan siswa lagi tapi terus teror dtlfn ganggu banget sumpah,negatif
1,sinyal bagus tapi setiap mau masuk aplikasi malah mentok di loading screen,sinyal bagus masuk aplikasi ntok loading screen,negatif
2,sangat membantu pembelajaran saya tetapi harus dengan bayar dan promosi promosi yg keluar,bantu ajar bayar promosi,netral
1,"gak bisa daftar, karena pilihan kotanya gak bisa dipilih",daftar pilih kota pilih,negatif
4,"Seluruh nya sudah bagus. Tetapi saya kebingungan dengan batasan jumlah perangkat untuk mengakses akun yang sudah berlangganan.. Tolong kalau bisa tambahkan peraturan untuk akun perangkat, agar bisa menghapus sesi pada perangkat sebelum nya dan pengguna terhindar pemblokiran pada akun karena telah mengakses 3 perangkat... *karena hape saya terkadang saya ganti ROM nya dan saya pernah kena ""tidak bisa mengakses RuangBelajar selama 30 jam"" karena telah diakses 3 perangkat pada hari itu yg disebabkan oleh pergantian ROM tersebut dan juga 30 jam itu terlalu lama :(",luruh bagus tetapi bingung batas perangkat akses akun langgan tolong tambah atur akun perangkat hapus sesi perangkat guna hindar blokir akun akses perangkat hape terkadang ganti kena akses ruangbelajar akses perangkat sebab ganti,netral
1,"Sering error, padahal jaringan sudah bagus tapi nggak bisa ditonton, diteror mulu, mulai dari email, chat, bahkan sampai ditelpon, udh ditolak tetap diganggu, nggak dari ortunya atau anaknya dihubungin mulu padahal sdh berhenti langganan, ditolak 1 ada lagi aja yg nelpon, chat ngespam, semoga bisa menjadi contoh yg lain agar berhati-hati dalam memilih bimbel online ya :)",ring error jaring bagus tidak teror mulu email chat telpon sudah tolak ganggu tidak ortunya anak hubung mulu henti langgan tolak saja nelpon chat ngespam moga contoh hati pilih bimbel online,negatif
4,"Ruang guru bagus dan sangat membantu, tapi tolong untuk pembahasan hitung hitungan, baik fisika/mtk/dll, tolong proses nya juga dicantumkan ka, kadang saya sedikit bingung karena di pembahasan nya kadang kadang hanya tercantum rumus - dimasukan angkanya - kemudian langsung hasil. Mohon dipertimbangkan untuk tambahannya",bagus bantu tolong bahas hitung fisikamtkdll tolong proses cantum kadang bingung bahas kadang cantum rumus masuk angka langsung hasil mohon timbang tambah,netral
3,"Agak Ngeselin, gua udh jawab 40 soal di Bank soal, eh waktu mau Ngumpul malah error, gua tunggu 10 menit, tetep ajaa. Penyimpanan, WiFi, Hp, update apk OKE kok semua. Tapi tetep aja Error sistem nya. Gimana si, yg lebih parah nya, udh ga bisa Kumpul, MENG- SIMPAN DAN KELUAR aja Ga bisa, Harus Rilog, dan Soal yg gua Kerjain harus ulang lagi dari awal. Ngeri si, kecewaa",agak ngesel sudah bank ngumpul eror tunggu ajaa simpan wifi update aplikasi baik tapi saja eror sistem gimana parah sudah tidak kumpul meng simpan luar saja tidak harus rilog soal ulang ngeri cewa,negatif
1,"Promosi setiap hari bahkan itu lewat pesan wa yang itu sangatlah mengganggu, bahkan nomor orangtua juka di wa terus menerus. Sudah konfirmasi tidak mau perpanjangan masih saja terus menerus wa. Tolonglah kalau mau promosi sewajarnya atau bisalah lewat email saja. Mau di blokir nomor mereka ada banyak, sudah 10Â± nomor yang mengirim pesan wa",promosi pesan ganggu nomor orangtua juka terus sudah konfirmasi panjang terus tolong promosi wajar bisa email blokir nomor kirim pesan,negatif
2,"Aplikasinya bagus sebenarnya,. Cuma sayang lama2 jadi ladang bisnis, yg berujung Uang Uang dan Uang... Sistem marketing buruk dalam menawarkan terlalu banyak memaksa dan sering telp/wa., Promosi sewajarnya saja dan apa adanya itu lbh baik,. Makin kesini terlihat sekali bisnisnya bukan pendidikannya lg..",aplikasi bagus cuma sayang ladang bisnis ujung uang sistem marketing buruk tawar paksa telpwa promosi wajar sini bisnis lagi,negatif
1,"Sangat mengganggu! Aplikasi ini dan layanan pelanggannya terus-menerus menghubungi saya lewat WhatsApp untuk promosi dan penawaran pembelian, bahkan setelah saya sudah tidak aktif. Rasanya seperti ditagih utang pinjol, padahal saya hanya ingin belajar dengan tenang. Tolong hargai privasi dan kenyamanan pengguna! ğŸ˜¡ğŸ˜¡ mending apk sebelah gak kaya ruang guru ini!!",sangat ganggu aplikasi layan langgan terusmenerus hubung whatsapp promosi tawar beli aktif rasa tagih utang pinjol ajar tenang tolong harga privasi nyaman guna nding aplikasi belah kaya,negatif
1,"apk pmo gabisa login,lucu emang",aplikasi gabisa loginlucu emang,negatif
1,"Gak mutu, katanya banyak mapelnya kok materi untuk smk gk ada? Hah apa ini pilih kasih. Gak sebagus di iklan ternyata. Uninstall lah. Percuma dapat gratisan klo gk ada materi yang dicari, percuma digembor gemborin di tv kalo gak sesuai harapan, rating cuma pajangan agar pada donlod. Cuih Ampas. Bintang 5? Hah? Bintang setengah aja lebih dari cukup, smk juga butuh ilmu. Kecewa banget, gk sesuai harapan. Hah mapel inti saya anak teknik, krn gak ada materi teknik komputer, permesinan, multimedia dl",mutu mapelnya materi tidak pilih kasih bagus iklan uninstall percuma gratis kalau tidak materi cari gembor gembor kalo suai harap rating pajang donlod cuih ampas bintang saja butuh ilmu cewa banget tidak suai harap mapel inti anak teknik karena materi teknik komputer multimedia dulu,negatif
1,"Saya sarankan untuk rekamannya agar lebih diperhatikan lagi, kemarin saya beli paket khusus sbmptn, dan hasilnya saya malah jadi tidak fokus karna sepertinya rekamannya dirumah, sering dengar suara pintu, byk bertele2nya sehingga video memakan waktu yg cukup panjang. Kalau bisa sebelum upload tolong diuji coba apakah konsumen merasa mengerti dan nyaman.",saya saran rekam perhati beli paket khus sbmptn hasil fokus karna rekam rumah dengar suara pintu tele video makan kalau upload tolong coba konsumen erti nyaman,negatif
4,"bagus, worth itu, terutama adaptonya. tapi gak enaknya itu sekali ajh pernah mutualan sama ini apk, mau itu berlangganan atau sekedar bikin akun doank, siap siap ajh kena telpon. aduh, pengalaman ya, ini marketingnya bener bener"" deh, padahal dari awal udh niat gak mau beli beli lagi, cukup paket ruangbelajar ajh, sampe tiba"" di telfon terus diajak ngobrol sampe ujung"" nya promosi buat upgrade ke brain academy online, yang endingnya malah jadi beli, abis deh 2jt, padahal gak butuh"" amat. aduh.",bagus worth adaptonya enak mutualan aplikasi langgan akun doank kena telpon aduh alam marketingnya bener sudah niat beli paket ruangbelajar sampe telfon ajak ngobrol sampe ujung promosi upgrade academy online endingnya beli abis butuh aduh,netral
3,"Jujur aplikasi nya bagus pembelajarannya juga lengkap, tapi masalahnya cuman, harus langganan biar dapat akses lebih luas, jadi susah untuk belajar hampir semua materi di semua mata pelajaran",aplikasi bagus ajar lengkap cuman langgan biar akses luas susah ajar materi mata ajar,netral
1,"aplikasi jelek, itu sales nya gr"" cuma aku cek doang ga bolehkah? ampe nelepon"" saya lagi sekolah juga ditelepon ganggu banget tau! terus bilang nanya"" harga ke orang tua, oi lu pikir mudah bilang ke ortu lamgsung di izinin gitu aja? ganggu amat hidup orang aplikasi di instal tuh bukan cman buat dipake org juga pasti cek aplikasinya bagus nggak and pasti cek"" harga dong, kalau semisal ""bilang aja ga mampu"" ydah sih ilmu tuh ga semuanya harus pake uang, belajar sendiri lebih baik!",aplikasi jelek sales doang tidak ampe nelepon kolah telepon ganggu banget bilang nanya harga orang pikir mudah bilang ortu lamgsung gitu saja ganggu hidup orang aplikasi instal cman pake aplikasi bagus tidak harga bilang saja tidak ydah ilmu tidak pake uang ajar,negatif
4,Udah bagus banget cuman sayang untuk jenis hp kentang sering lemot harapnya bisa segera atasi hal ini dan juga harapannya ada ruangguru lite untuk lebih ringan lagi â¤â¤â¤,sudah bagus banget cuman sayang jenis ntang harap atas harap lite ringan,netral
1,"Payah...banyak yg berbayar Mau lihat penjelasan jawaban dri hasil pertanyaan saja berbayar. *Yang pandai makin berisi karena berisi juga dompetnya(yang kaya) *Yang pandai akan menurun IQnya karena kekurangan dompetnya(menengah ke bawah) *Yang IQnya di bawah bisa pandai klo bisa mengakses gratis semua fitur didalamnya. Berharap semua kalangan bisa mengakses grasir fitur"" pokok dan pntg di aplikasi ini. Terima kasih...",payahbanyak bayar lihat jelas hasil bayar yang pandai dompetnyang kaya yang pandai turun iqnya kurang dompetnyamengah yang iqnya pandai kalau akses gratis fitur dalam harap kalang akses grasir fitur pntg aplikasi terima kasih,negatif
1,"Saya pengguna RuangGuru. Saya sebenarnya suka aplikasinya, tapi di RuangGuru ini terlalu banyak fitur yang menyatu dengan aplikasi ruang belajar, dan semua itu membuat RuangGuru sering error. Harus di upgrade terus. Contohnya : Saat saya sedang mengikuti Liga RuangGuru (Diary Challenge),banyak sekali kesalahan sistem. Masa jawaban yang nyata benar disalahkan, waktu pengerjaannya ditambahkan, dan jika ada soal yang menambahkan gambar itu sangat lambat. Dan verifikasi hadiah pulsa itu tidak ada!!",saya guna saya suka aplikasi fitur satu aplikasi ajar error harus upgrade contoh saat ikut liga challengebanyak salah sistem masa nyata salah gambar lambat verifikasi hadiah pulsa,netral
1,"Hy , ruang guru kok ketika lihat video yg online lemot amat, sering error' lagi , makanya saya kadang agak males kalo lagi nonton video yg online . Tapi aneh nya kok ketika sudah saya download video nya kadang ilang gitu aja .",lihat video online error kadang males kalo nonton video online tapi aneh download video kadang ilang gitu saja,negatif
5,"Aplikasinya sangat membantu bangettt, sukakkk deh pokoknyaaa. Oh ya mau ngasih saran tolong buat yang for PC juga donk, soalnya kalo di hp suka berantem sama adek jadi mau belajar susah kadang sebulan 5 kali doank atau gk sama sekali, jadi plisss tolong bisa for PC biar aku bisa belajar setiap hari gak ada hambatan, TERIMA KASIHğŸ˜Š",aplikasi bantu banget sukak ngasih saran tolong donk kalo suka antem adek ajar susah kadang bulan kali doank tidak plis tolong biar ajar hambat terima kasih,netral
2,"Kk kok latihan soalnya error setiap mau liat hasil pasti ada tulisan ""mohon maaf sedang terjadi masalah pada sistem, mohon coba lagi beberapa saat"" pas aku login ulang tetep gak bisa latihan soalnya tolong atasi ya kak agar aku bisa belajar lagi.",latih error liat hasil tulis mohon maaf sistem mohon coba ulang latih tolong atas ajar,negatif
4,"Aplikasi ini memang membantu, namun mohon maaf, saya lebih suka yang dulu di mana penjelasannya tidak terlalu teks book sehingga saya lebih mudah mengerti. Yang saya suka dari fitur sekarang adalah animasinya, namun ya itu, pembahasannya terlalu teks book dan cepat, saya tidak bisa menangkapnya dengan baik.",aplikasi bantu mohon maaf suka jelas teks book mudah erti yang suka fitur animasi bahas teks book cepat tangkap,netral
4,"Lumayan bagus sih apk nya,tetapi ad beberapa video yg seharusnya gampang dimengerti malah sedikit diperumitkan,jadi untuk beberapa hal saya kurang puas"":) Tetapi sangat membantu kok untuk aplikasinya,apalagi saat pandemi ini,sangat membantu kami para siswa utk belajar"":)",lumayan bagus aplikasi nyatetapi video gampang erti perumitkanjadi puas tetapi bantu aplikasinyaapalagi pandemi inisangat bantu siswa ajar,netral
1,"Mengapa untuk update sekarang banyak terjadi crash/lag saat membuka video.Bahkan dalam sehari bisa terjadi 3 kali crash dan mengakibatkan sy untuk merestart hp saya,itu sangat menyebalkan,waktu sy terbuang percuma untuk mengatasi app ini.Mohon untuk segera diperbaikiğŸ™",ngapa update crashlag buka videobahkan hari kali crash akibat restart sayaitu nyebalkanwaktu buang atas inimohon baik,negatif
4,"Bagus bermanfaat, tetapi ada kendala tidak bisa lanjut ke progres kelas selanjutnya padahal sudah mengikuti arahan dan sudah centang hijau juga sudah mengikuti mid test, tetapi masih digembok untuk sesi berikutnya. Dimohon untuk diperbaiki.",bagus manfaat ndala progres ikut arah centang hijau ikut test gembok sesi mohon baik,netral
5,"Kak tolong aplikasi Ruangguri jangan ditambah berat donk, soalnya hp saya kentang, jadi sering ngelagging sendiri dan keluar aplikasi, untuk kedepannya biar bisa diperbaiki, sebenarnya segi materi dan penyampaian ruangguru sudah mumpuni namun untuk app-nya sangat berat di perangkat ponsel saya, mohon dapat digunakan sebagai perhatian",tolong aplikasi ruangguri tambah berat donk ntang ngelagging aplikasi depan biar baik segi materi sampai mumpuni appnya berat perangkat ponsel mohon perhati,negatif
1,"Gasuka.sinyal jdi jelek klo lgi muter video. Udah langganan 1 tahun,klo lagi muter psti ""gagal memuat video"".kecewa banget.buat YouTube lancar,fb,wa,ig lancar2 aja.kuota juga masi banyak.ini knp eror???.oh ya min aku ga terlalu suka pembahasan soal klo di tulis di komputer,angkanya gajelas,sama ganyaman.lbih suka klo di papan tulis.",gasukasinyal jelek kalau muter video sudah langgan tahunklo muter psti muat videokecewa bangetbuat youtube lancarfbwaig lancar ajakuota banyakini eroh tidak suka bahas kalau tulis komputerangkanya gajelassama ganyamanlbih suka kalau tulis,negatif
1,saya cukup kecewa dgn aplikasi ini. pertama krn setiap mengakhiri latihan soal selalu eror kesalahan sistem. kedua saya ingin join ke RGDB eh malah disuruh berlangganan lagi padahal sudah berlangganan. padahal kemarin pas promo di TV klu sudah berlangganan bisa menikmati semua fitur dan pelayanan aplikasi Ruangguru secara gratis. ketiga ketika sudah di update versi terbaru eh malah rapor belajar nya yg hilang. giliran pas mau ngelapor ke tim terkait hampir seminggu gk ada perubahan dan respon,cewa aplikasi karena latih eror salah sistem rgdb suruh langgan promo langgan nikmat fitur layan aplikasi gratis tiga update versi baru rapor ajar hilang gilir ngelapor kait minggu tidak ubah respon,negatif
1,"ga bisa daftar, padahal nomer hpnya udah bener ğŸ˜ğŸ˜",tidak daftar nomer hpnya sudah bener,negatif
1,"Sebenarnya sih ini bagus ya, menarik. Namun, saya ga suka dengan cara promosinya yang menyepam. Ya kalau saya udah berlangganan ya gausah dispam lagi dong. Dan setiap ngasih pengumuman ditanya, mengganggu atau tidak, klo mengganggu ya jangan diteruskan. Selain itu, videonya juga kebanyakan basa basi ""halo temanÂ² blaâ´ semenit pervideo, klo saya liatnya 60 video saya buang waktu 1 jam dong. Itu saja si klo aku. Dan saya bingung ini apk kok ratingnya>4,5. Padahal mahal dan susah dipahami.",benar bagus tarik namun tidak suka promosi sepam sudah langgan gausah spam ngasih ganggu kalau ganggu terus sela video banyak basa basi halo teman video kalau liat video buang kalau bingung aplikasi ratingnya padahal mahal susah paham,negatif
1,"Harga mahal, kualitas materi biasa saja. Teman-teman saya berlangganan ruangguru dan saat menjelang ulangan tetap aja nyari dari sumber lain di internet. Kenapa? Karena materinya kurang lengkap dan kurang luas. Selain itu, yang bikin saya jengkel iklan ruangguru kebanyakan spam, ngirim wa gajelas ngajakin ikut ruangguru. Kalau pengguna udah gak mau, yaudah jangan dikirim-kirim beberapa waktu kemudian. Kayaknya sebagian besar duit ruangguru tidak untuk develop aplikasi, tapi promosi.",harga mahal kualitas materi teman langgan jelang ulang saja nyari sumber internet napa karena materi lengkap luas sela jengkel iklan banyak spam ngirim gajelas ngajak kalau guna sudah yaudah kirim kayak duit develop aplikasi promosi,negatif
3,"Membantu untuk memahami lebih dalam tentang materi yang diajarkan disekolah. Tapi setelah Apps nya di update kok jadi berhenti terus ya vidionya, pake wifi atau pake jaringan data juga tetep sama, kirain setelah di update bakal lebih mulus penggunaannya, kan keburu males lagi kalau vidionya error terus:(",bantu paham materi ajar seko tapi apps update henti vidionya pake wifi pake jaring data kira update mulus guna buru males vidionya error,negatif
1,"Ruangguru makin di-update makin rusakğŸ˜’ kalo mau kembali ke home sering layar hitam semua, terus kalo mau login sering ada tulisan ""Dalam mode offline"" terus ada tulisan ""Ruangguru tidak menanggapi"" padahal udah di-update memori hp baikÂ² aja jaringan bagus. Tolong perbaiki!!ğŸ˜‘",update rusak kalo home layar hitam kalo tulis dalam mode offline tulis tanggap sudah update mori saja jaring bagus tolong baik,negatif
2,"sedikit kecewa karena saya sudah berlangganan paket 1 tahun + UTBK tapi untuk mapel akuntansi kelas 11 SMK masih terkunci, dan untuk fitur latihan soal nya masih ada yang belum tersedia : ( . Udah di report berkali kali tetap gk bisa huhu : (",cewa langgan paket utbk mapel akuntansi kunci fitur latih sedia sudah report kali tidak,negatif
2,"Sering banget ngebug, ngefreeze juga, trs lemot. Padahal kecepatan sinyal lancar. Ini saya mau lihat video pembelajaran bagaimana? Ini udh saya refresh berkali-kali. Trs sempat logout juga. Tolong diperbaiki, kasihan yang mau belajar.",ring banget ngebug ngefreeze terus padahal cepat sinyal lancar lihat video ajar sudah refresh kali terus logout tolong baik kasihan ajar,negatif
2,"Agak kesal sih, saya udah coba hubungi cs pada aplikasi Ruangguru langsung mengenai permasalahan download video ruangbelajar dan nggak nemuin sama sekali solusinya... Sudah ikutin langkah"" juga gak bisa, tertera di aplikasi akun dibuka lebih 2 perangkat dan sudah didownload padahal saya sendiri udah keluar juga dari perangkat laptop dan sama sekali gak download baik di perangkat hp maupun laptop.",agak sudah coba hubung aplikasi langsung masalah download video ruangbelajar tidak nemu solusi sudah ikut langkah tera aplikasi akun buka perangkat download sudah perangkat laptop download perangkat laptop,negatif
1,Kok gak bisa login lewat laptop njing,laptop njing,negatif
2,"Server makin jelek, download video semakin lama, banyak bug, sering lag padahal buat yang lain lancar, sub bab makin banyak tapi kurang membantu, sering keluar sendiri. Sudah bersihkan cache sama relog tetep aja, semoga cepet diperbaiki",rver jelek download video lancar bantu sudah cache relog saja moga cepet baik,negatif
1,"Jelek banget ada pelajaran yang tidak bisa jawab pertanyaan aku , dan langganannya terlalu mahal aku kurang mampu untuk membelinya berlangganan . Pelajaran ada yang kurang seperti kelas 7 informatika , prakarya , agama kristen itu pelajaran yang kurang",jelek banget ajar langgan mahal langgan ajar informatika prakarya agama kristen ajar,negatif
